,molecule_chembl_id,molecule_pref_name,canonical_smiles,pchembl_value,standard_type,standard_relation,standard_value,standard_units,potential_duplicate,target_pref_name,target_organism,assay_type,assay_description,chembl_id_duplicate,mean_pchembl_value,max_pchembl_value,min_pchembl_value,core_smiles,Mol,Scaffold
46,CHEMBL1288001,,CN(C)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,7.16,IC50,=,70.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant TYK2 by TR-FRET assay,False,7.16,7.16,7.16,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094aba0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f8c80>
47,CHEMBL1288002,,CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,7.16,IC50,=,70.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant TYK2 by TR-FRET assay,False,7.16,7.16,7.16,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094ac10>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f8cf0>
48,CHEMBL1288032,,Nc1nc(Nc2cccnc2)nn1C(=O)c1c(F)cccc1F,6.52,IC50,=,300.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant TYK2 by TR-FRET assay,False,6.52,6.52,6.52,O=C(c1ccccc1)n1cnc(Nc2cccnc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094ac80>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f8d60>
49,CHEMBL1288062,,CCOC(=O)c1cccc(Nc2nc(N)n(C(=O)c3ccccc3F)n2)c1,5.22,IC50,=,6040.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant TYK2 by TR-FRET assay,False,5.22,5.22,5.22,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094acf0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f8dd0>
50,CHEMBL1289926,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,5.44,Kd,=,3600.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Binding constant for TYK2(JH1domain-catalytic) kinase domain,False,5.44,5.44,5.44,C(=C/c1n[nH]c2cc(Sc3ccccc3)ccc12)\c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094ad60>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f8e40>
51,CHEMBL1327969,,O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,6.64,Ki,=,230.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) using 5-carboxyfluorescein-VALVDGYFRLTT-NH2 as substrate,False,6.64,6.64,6.64,O=C(Nc1ccncc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094add0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f8eb0>
52,CHEMBL1370276,,O=C(Nc1ccncc1)c1c(F)cccc1F,6.27,Ki,=,540.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) using 5-carboxyfluorescein-VALVDGYFRLTT-NH2 as substrate,False,6.27,6.27,6.27,O=C(Nc1ccncc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094ae40>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f8f20>
53,CHEMBL1421,DASATINIB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,5.75,Kd,=,1800.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Binding constant for TYK2(JH1domain-catalytic) kinase domain,False,6.19,6.96,5.75,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094aeb0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f8f90>
54,CHEMBL1472492,,CCCCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,5.80,Ki,=,1584.89,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,5.80,5.80,5.80,c1ccc(Cn2cc[nH+]c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094af20>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9040>
55,CHEMBL1650951,,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,5.09,IC50,=,8055.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of GST-tagged Tyk2 expressed in insect cells using 35 uM ATP,False,5.51,5.77,5.09,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cccc(N2CCNCC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094af90>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f90b0>
56,CHEMBL1650955,,O=CN1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,5.30,IC50,=,5040.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of GST-tagged Tyk2 expressed in insect cells using 35 uM ATP,False,5.30,5.30,5.30,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cccc(N2CCNCC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950040>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9120>
57,CHEMBL1651521,,COc1cc(O)c2c(c1)CCC[C@H](O)CC(=O)/C=C\C[C@H](C)OC2=O,5.36,IC50,=,4400.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 by TR-FRET based LanthaScreen assay,False,5.36,5.36,5.36,O=C1/C=C\CCOC(=O)c2ccccc2CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09500b0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9190>
58,CHEMBL1702157,,O=C(Nc1ccncc1)c1ccccc1Cl,5.96,Ki,=,1100.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) using 5-carboxyfluorescein-VALVDGYFRLTT-NH2 as substrate,False,5.96,5.96,5.96,O=C(Nc1ccncc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950120>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9200>
59,CHEMBL1721885,SU-014813,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,5.29,Kd,=,5100.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Binding constant for TYK2(JH1domain-catalytic) kinase domain,False,5.7,6.12,5.29,O=C1Nc2ccccc2/C1=C/c1cc(C(=O)NCCCN2CCOCC2)c[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950190>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9270>
60,CHEMBL1725279,SP-600125,Oc1c2ccccc2c2c3c(cccc13)N=N2,5.90,Ki,=,1258.93,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,5.90,5.90,5.90,c1ccc2c3c4c(cccc4cc2c1)N=N3,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950200>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f92e0>
61,CHEMBL1789941,RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,5.85,Kd,=,1400.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Binding constant for TYK2(JH2domain-pseudokinase) kinase domain,False,8.34,9.4,5.85,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950270>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9350>
62,CHEMBL1795071,RUXOLITINIB PHOSPHATE,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,6.94,IC50,=,116.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2,False,6.94,6.94,6.94,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09502e0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f93c0>
63,CHEMBL1834657,INFIGRATINIB PHOSPHATE,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,5.48,IC50,=,3303.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,False,5.48,5.48,5.48,O=C(Nc1ccccc1)Nc1cc(Nc2ccc(N3CCNCC3)cc2)ncn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950350>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9430>
64,CHEMBL1908395,,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,6.33,Kd,=,470.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Binding constant for TYK2(JH2domain-pseudokinase) kinase domain,False,7.28,8.24,6.33,O=C(Nc1ccc(C2CCNCC2)cc1C1=CCCCC1)c1ncc[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09503c0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f94a0>
65,CHEMBL1908397,KW-2449,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,6.28,Kd,=,520.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Binding constant for TYK2(JH2domain-pseudokinase) kinase domain,False,6.54,6.8,6.28,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950430>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9510>
66,CHEMBL191003,JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,7.50,Kd,=,32.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Binding affinity to TYK2,False,7.50,7.50,7.50,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09504a0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9580>
67,CHEMBL1938642,,NC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,7.18,IC50,=,66.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,7.18,7.18,7.18,c1cc2sc(-c3ccc(N4CCOCC4)cc3)cc2cn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950510>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f95f0>
68,CHEMBL1938643,,CNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,5.88,IC50,=,1330.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.88,5.88,5.88,c1cc2sc(-c3ccc(N4CCOCC4)cc3)cc2cn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950580>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9660>
69,CHEMBL1938644,,CCNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,5.97,IC50,=,1070.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.97,5.97,5.97,c1cc2sc(-c3ccc(N4CCOCC4)cc3)cc2cn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09505f0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f96d0>
70,CHEMBL1938645,,Nc1ncc(C(=O)Nc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,5.70,IC50,=,1990.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.70,5.70,5.70,O=C(Nc1ccccc1)c1cncc2cc(-c3ccc(N4CCOCC4)cc3)sc12,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950660>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9740>
71,CHEMBL1938646,,Nc1ncc(C(=O)NCc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,5.58,IC50,=,2600.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.58,5.58,5.58,O=C(NCc1ccccc1)c1cncc2cc(-c3ccc(N4CCOCC4)cc3)sc12,<rdkit.Chem.rdchem.Mol object at 0x7f46c09506d0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f97b0>
72,CHEMBL1938647,,CC(C)(C)NC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,5.16,IC50,=,6980.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.16,5.16,5.16,c1cc2sc(-c3ccc(N4CCOCC4)cc3)cc2cn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950740>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9820>
73,CHEMBL1938648,,CN(C)C(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,5.29,IC50,=,5150.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.29,5.29,5.29,c1cc2sc(-c3ccc(N4CCOCC4)cc3)cc2cn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09507b0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9890>
74,CHEMBL1938649,,CNC(=O)c1cnc(N)c2cc(-c3ccccc3)sc12,6.03,IC50,=,937.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,6.03,6.03,6.03,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950820>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9900>
75,CHEMBL1938650,,CNC(=O)c1cnc(N)c2cc(-c3ccc(C)cc3)sc12,6.05,IC50,=,888.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,6.05,6.05,6.05,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950890>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9970>
76,CHEMBL1938651,,CNC(=O)c1cnc(N)c2cc(-c3ccc(C(C)(C)C)cc3)sc12,6.70,IC50,=,202.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,6.70,6.70,6.70,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950900>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f99e0>
77,CHEMBL1938652,,CNC(=O)c1cnc(N)c2cc(-c3ccc(OC(F)(F)F)cc3)sc12,6.68,IC50,=,208.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,6.68,6.68,6.68,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950970>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9a50>
78,CHEMBL1938653,,CNC(=O)c1cnc(N)c2cc(-c3ccc(C(C)(C)C#N)cc3)sc12,6.84,IC50,=,146.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,6.84,6.84,6.84,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09509e0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9ac0>
79,CHEMBL1938654,,CNC(=O)c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc12,6.58,IC50,=,266.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,6.58,6.58,6.58,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950a50>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9b30>
80,CHEMBL1938655,,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCO)c3s2)cc1,6.03,IC50,=,932.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,6.03,6.03,6.03,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950ac0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9ba0>
81,CHEMBL1938656,,COCCNC(=O)c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc12,5.83,IC50,=,1480.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.83,5.83,5.83,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950b30>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9c10>
82,CHEMBL1938657,,CN(C)CCNC(=O)c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc12,5.39,IC50,=,4100.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.39,5.39,5.39,c1ccc(-c2cc3cnccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950ba0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9c80>
83,CHEMBL1938658,,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCN4CCCCC4)c3s2)cc1,5.57,IC50,=,2670.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.57,5.57,5.57,O=C(NCCN1CCCCC1)c1cncc2cc(-c3ccccc3)sc12,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950c10>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9cf0>
84,CHEMBL1938659,,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCN4CCOCC4)c3s2)cc1,6.12,IC50,=,757.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,6.12,6.12,6.12,O=C(NCCN1CCOCC1)c1cncc2cc(-c3ccccc3)sc12,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950c80>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9d60>
85,CHEMBL1938660,,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCCN4CCOCC4)c3s2)cc1,5.81,IC50,=,1550.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human recombinant N-terminal GST-tagged TYK2 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay,False,5.81,5.81,5.81,O=C(NCCCN1CCOCC1)c1cncc2cc(-c3ccccc3)sc12,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950cf0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9dd0>
86,CHEMBL196363,,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,6.20,Ki,=,630.96,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,6.20,6.20,6.20,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950d60>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9e40>
87,CHEMBL1965351,,Cc1cccc(C=NNc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,5.90,Ki,=,1258.93,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,5.90,5.90,5.90,C(=NNc1cc(N2CCOCC2)nc(OCCc2ccccn2)n1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950dd0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9eb0>
88,CHEMBL1965495,,Cc1n[nH]c2ncc(C#N)c(-c3ccccc3)c12,5.90,Ki,=,1258.93,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,5.90,5.90,5.90,c1ccc(-c2ccnc3[nH]ncc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950e40>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9f20>
89,CHEMBL1965660,,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1Cl,6.10,Ki,=,794.33,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,6.10,6.10,6.10,c1ccc(-c2ccc(-c3ccncn3)[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950eb0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08f9f90>
90,CHEMBL1966343,,CC(C)Cc1cc(-c2ccc3[nH]nc(N)c3c2)on1,6.80,Ki,=,158.49,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,6.80,6.80,6.80,c1cc(-c2ccc3[nH]ncc3c2)on1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950f20>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08fa040>
91,CHEMBL1966628,,NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,6.10,Ki,=,794.33,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,6.10,6.10,6.10,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0950f90>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08fa0b0>
92,CHEMBL1967116,,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)c1,6.40,Ki,=,398.11,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,6.40,6.40,6.40,O=C(Nc1ccccc1)Nc1ccc(-c2csc3c(-c4cn[nH]c4)cncc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094e040>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08fa120>
93,CHEMBL1967878,CENISERTIB,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,8.20,Ki,=,6.31,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,8.20,8.20,8.20,C1=CC2CC1CC2Nc1ccnc(Nc2ccc(N3CCNCC3)cc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094e0b0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08fa190>
94,CHEMBL1969102,,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cn[nH]c5)cnc(N)c34)cc2)c1,6.30,Ki,=,501.19,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,F,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2,False,6.30,6.30,6.30,O=C(Nc1ccccc1)Nc1ccc(-c2csc3c(-c4cn[nH]c4)cncc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c094e120>,<rdkit.Chem.rdchem.Mol object at 0x7f46c08fa200>
